12741	13741	3007.7332593537044
13461	13493	2979.4475210140727
13481	561478	1085.3237588352201
13481	561485	512.0493493267779
13481	561486	411.4536607938047
13481	561488	737.6362140112617
13493	13461	2979.4475210140727
13493	14041	2229.6442577698176
13493	561479	133.1180260670657
13571	13661	336.855258277231
13571	13681	378.2113220013287
13571	561489	267.0549994415963
13571	561502	409.4857286500768
13591	13693	239.92531888536504
13591	14401	1299.7597928504458
13591	14501	285.3655865006313
13591	561488	1050.200864546039
13651	13652	310.92139750418363
13651	13741	697.1764207486318
13651	561491	702.0799571986475
13651	561498	300.7862975581771
13652	13651	310.92139750418363
13652	13742	686.2349022283094
13652	13751	506.1715763633163
13652	561500	307.57391704735903
13661	13571	336.855258277231
13661	561490	284.27836442179785
13661	561500	396.15498005103615
13661	561503	459.33488743916183
13681	13571	378.2113220013287
13681	13693	973.1546501002662
13681	561488	238.9499681966845
13681	561501	410.9851178218584
13693	13591	239.92531888536504
13693	13681	973.1546501002662
13693	14601	282.09402670348373
13693	14701	582.6788419332155
13741	12741	3007.7332593537044
13741	13651	697.1764207486318
13741	13742	411.5854416842338
13742	13652	686.2349022283094
13742	13741	411.5854416842338
13742	13751	626.3659522835453
13742	13961	1120.5604674386145
13751	13652	506.1715763633163
13751	13742	626.3659522835453
13751	13762	333.82791392989856
13762	13751	333.82791392989856
13762	13861	378.59255011311535
13762	561503	321.8575360674281
13782	13791	510.0802805873171
13782	13881	325.28805983490054
13782	561501	198.44189265700896
13791	13782	510.0802805873171
13791	13881	605.2421275471802
13791	14701	453.2315187072213
13861	13762	378.59255011311535
13861	13871	488.86960811905954
13861	13962	535.1152463909323
13871	13861	488.86960811905954
13871	13882	402.8439584124985
13871	13971	544.329067930149
13871	561502	727.7566014788384
13881	13782	325.28805983490054
13881	13791	605.2421275471802
13881	13882	182.12028569824233
13882	13871	402.8439584124985
13882	13881	182.12028569824233
13882	13891	744.6763191158961
13882	13981	578.8865697545605
13891	13882	744.6763191158961
13891	14701	595.1191984494112
13891	14801	412.809776820048
