V23	2	0.8953030009114055	29.9	0	241.0012372900355	244.3813973070355	301.619459004	9	2	5	100002
V24	2	0.8953030009114055	29.9	0	268.0881192460379	271.7794408260379	276.97076240600006	10	2	5	100002
V25	2	0.8953030009114055	29.9	0	247.2593863500372	266.1318266800372	285.00426701	4	2	5	100002
V26	2	0.8953030009114055	42	0	288.3688427066559	306.4079497066559	330.4266050966367	3	1	5	100001
V27	2	0.8953030009114055	29.9	0	308.3707624060054	314.06402880500536	321.89729520400005	10	2	5	100001
V28	2	0.8953030009114055	29.9	0	333.01945900398175	336.55054982798174	342.221640652	9	2	5	100001
V29	2	0.8953030009114055	29.9	0	314.9042670100397	326.6100406800397	335.36916306899997	4	2	5	100001
V30	2	0.8953030009114055	29.9	0	289.76217605999096	307.80128305999096	325.84039006	2	2	5	100002
V31	2	0.8953030009114055	29.9	0	353.2972952039675	357.31745522096753	362.83761523800007	10	2	5	100001
V32	2	0.8953030009114055	27.6	0	324.86217605003225	342.5123941600323	366.69771622	1	3	5	100001
V33	1	0.3718281	9.3	0	339.7266050966341	364.5230382666341	381.4283757066367	3	3	5	100002
V34	1	0.3718281	15.04	0	340.8803900599842	357.7857274999842	374.69106494	2	2	5	100002
V35	1	0.3718281	15.04	0	358.76164065203335	363.34433259803336	368.787024544	9	2	5	100002
V36	1	0.3718281	14.98	0	379.317615238011	382.279589570011	411.2080967000001	10	1	5	100002
V37	1	0.3718281	15.04	0	399.681563902021	404.014830301021	411.2080967000001	10	2	5	100002
V38	1	0.3718281	15.04	0	385.32702454397906	391.02029094297905	398.21355734200006	9	2	5	100002
V39	1	0.3718281	15.04	0	350.409163068993	380.927818458993	407.022481019	4	2	5	100002
V40	1	0.3718281	15.04	0	381.73771621998304	412.25637160998303	438.35103417000005	1	2	5	100002
V41	1	0.3718281	15.04	0	410.1226122740037	428.5279497140037	446.933287154	2	2	5	100002
V42	1	0.3718281	14.98	0	389.67106494001507	392.3768386070151	395.08261227400004	2	1	5	100002
V43	1	0.3718281	14.98	0	427.6880966999753	433.38136309897527	440.57462949800015	10	1	5	100002
V44	1	0.3718281	15.04	0	414.75355734198985	421.29671328898985	429.339869236	9	2	5	100002
V45	1	0.3718281	15.04	0	396.46837570660927	411.39637159660924	426.3243674866367	3	2	5	100002
V46	1	0.3718281	15.04	0	441.3643674866477	456.2923633766477	471.22035926663665	3	2	5	100002
V47	1	0.3718281	14.98	0	457.05462949803444	460.4668419100344	465.3790543220002	10	1	5	100002
V48	1	0.3718281	15.04	0	445.8798692360395	452.0947065970395	459.80954395800006	9	2	5	100002
V49	1	0.3718281	15.04	0	449.1602434079632	458.7526991299632	461.944403352	4	2	5	100003
V50	1	0.3718281	15.04	0	422.06248101899524	429.60158801899524	434.120243408	4	2	5	100001
V51	1	0.3718281	15.04	0	453.391034169988	472.740816059988	492.09059795	1	2	5	100002
V52	1	0.3718281	15.04	0	492.9739687819766	497.70723518097657	504.9005015800001	9	2	5	100002
V53	1	0.3718281	15.04	0	481.91905432200406	485.3995380550041	490.38002178800025	10	2	5	100002
V54	1	0.3718281	14.98	0	461.9132871539629	476.8412830439629	491.769278934	2	1	5	100002
V55	1	0.3718281	9.3	0	470.60954395796983	474.0217563699698	504.9005015800001	9	3	5	100002
V56	1	0.3718281	15.04	0	521.4405015799867	527.1337679789867	534.3270343780001	9	2	5	100002
V57	1	0.3718281	15.04	0	527.7164176259643	531.4196840249642	539.2529504240002	10	2	5	100001
V58	1	0.3718281	15.04	0	506.9200217879749	510.0432197069749	539.2529504240002	10	2	5	100001
V59	1	0.3718281	15.04	0	486.26035926662286	504.66569670662284	523.0710341466366	3	2	5	100002
V60	1	0.3718281	15.04	0	476.9844033519581	510.9038102419581	532.942917242	4	2	5	100002
V61	1	0.3718281	15.04	0	550.8670343779906	554.8097263239906	560.89241827	9	2	5	100001
V62	1	0.3718281	14.98	0	538.0510341466353	554.3452604766353	580.0861380866367	3	1	5	100001
V63	1	0.3718281	15.04	0	506.80927893403634	523.1035052640364	548.844382874	2	2	5	100001
V64	1	0.3718281	15.04	0	507.13059794995655	510.78081606095657	521.466138121	1	2	5	100001
