V1	3	5.104964414562823	93.3	0	94.30000000001556	121.76309983001556	149.22619966	1	1	5	100001
V2	3	5.104964414562823	65	0	65.99999999997681	88.29643316997681	110.59286634	2	3	5	100001
V3	3	5.104964414562823	62.14	0	67.89000000000566	71.17109082400566	76.84218164800001	9	2	5	100001
V4	3	5.104964414562823	62.14	0	67.89000000000566	71.17109082400566	76.84218164800001	10	2	5	100001
V5	3	5.104964414562823	62.14	0	63.140000000001066	87.21421094000107	111.28842188	3	2	5	100001
V6	2	0.8953030009114055	29.9	0	108.24218164802728	111.20415598002728	158.760078976	10	2	5	100002
V7	2	0.8953030009114055	42	0	154.0661303120301	154.9281046440301	158.760078976	10	1	5	100002
V8	2	0.8953030009114055	42	0	121.19184722999351	139.3976208999935	157.60339457	4	1	5	100002
V9	2	0.8953030009114055	29.9	0	30.899999999965008	60.98607355996501	79.19184723000001	4	2	5	100002
V10	2	0.8953030009114055	29.9	0	108.24218164801454	113.46024515101453	119.54830865400001	9	2	5	100002
V11	2	0.8953030009114055	29.9	0	140.49286634003002	165.40041062003002	185.88396206000002	2	2	5	100002
V12	2	0.8953030009114055	29.9	0	190.16007897599593	193.10090119199594	197.541723408	10	2	5	100002
V13	2	0.8953030009114055	42	0	198.70470449201397	202.40797089101397	209.60123729	9	1	5	100002
V14	2	0.8953030009114055	27.6	0	138.8884218799818	160.5737439399818	175.50173983	3	3	5	100002
V15	2	0.8953030009114055	29.9	0	150.9483086540037	154.07150657300372	209.60123729	9	2	5	100002
V16	2	0.8953030009114055	29.9	0	228.9417234079935	232.0649213269935	236.688119246	10	2	5	100002
V17	2	0.8953030009114055	29.9	0	179.12619965998076	201.75596615998074	219.96173982999997	1	2	5	100002
V18	2	0.8953030009114055	29.9	0	205.4017343694615	225.8852858094615	246.3688399763773	3	2	5	100002
V19	2	0.8953030009114055	29.9	0	215.78396205998848	237.82306905998848	259.86217606	2	2	5	100002
V20	2	0.8953030009114055	29.9	0	187.5033945699985	202.4313904599985	217.35938635000002	4	2	5	100002
V21	2	0.8953030009114055	42	0	261.96173983004013	279.61195794004016	297.26217605	1	1	5	100002
V22	2	0.8953030009114055	42	0	289.4815573240394	293.92050816403935	301.619459004	9	1	5	100002
